score	row	col
60	195	196
32	31	31
16	30	30
42	53	52
23	46	50
65	742	578
16	21	22
52	115	115
140	281	285
86	181	185
167	683	675
155	1015	911
38	141	147
21	26	27
64	165	171
32	59	62
19	41	45
131	601	584
23	22	22
46	224	211
23	51	53
139	586	575
21	37	39
31	82	81
101	351	364
243	847	834
28	138	127
41	105	108
212	617	606
35	70	69
30	99	85
54	309	284
70	185	186
117	253	248
17	22	23
70	123	119
18	28	29
21	38	41
14	13	13
73	143	138
151	433	435
91	261	248
136	715	657
56	109	106
86	150	148
40	60	61
14	18	18
28	62	64
43	132	134
134	464	458
60	196	206
21	20	20
33	57	56
41	104	110
54	454	376
22	48	47
37	305	273
48	147	134
38	127	124
21	31	32
33	52	51
62	164	154
40	85	85
17	16	16
54	2552	3796
49	569	93
44	883	264
46	2771	1868
54	2552	3796
49	569	93
44	883	264
46	2771	1868
45	1163	3162
38	1996	2006
66	391	357
45	150	140
20	99	101
12	11	11
85	362	359
12	11	11
87	432	431
96	187	184
56	105	107
65	194	192
32	47	46
441	1051	1040
46	344	537
71	2056	2373
32	398	573
67	1227	1950
67	1058	233
63	1556	1175
105	2319	789
84	355	865
47	915	1176
37	873	785
29	238	414
39	2715	3647
90	4336	3160
55	1717	280
81	604	3572
46	475	78
29	238	414
39	3939	3664
73	1251	3778
52	231	214
79	167	172
20	25	26
11	10	10
30	57	60
137	443	430
12	16	16
45	356	355
130	391	384
36	49	52
131	458	444
16	21	22
85	255	253
26	64	67
27	81	76
54	92	93
23	27	27
37	170	154
84	225	208
25	37	37
36	63	66
42	53	52
12	11	11
13	12	12
28	41	39
34	157	166
21	33	33
137	393	378
198	664	657
164	1187	1037
93	341	330
164	1187	1037
93	341	330
16	44	48
97	282	275
40	130	127
16	15	15
221	952	955
11	10	10
18	22	22
75	153	161
56	152	135
42	73	71
204	1725	3567
227	3132	1261
115	201	201
144	8497	9654
24	68	63
47	238	234
144	412	410
46	108	115
21	30	30
17	16	16
48	150	149
30	68	70
142	322	330
50	97	99
70	296	296
20	76	72
12	11	11
260	1059	1110
126	375	362
50	279	270
13	17	17
42	85	85
118	451	441
20	24	24
64	102	107
76	136	136
33	55	58
117	235	239
195	759	720
41	215	196
113	474	451
69	492	459
10	9	9
131	276	278
9	8	8
72	148	144
56	320	301
19	18	18
56	320	301
19	18	18
30	47	47
31	63	61
22	29	31
109	196	197
29	69	72
46	64	65
16	29	32
266	769	776
101	212	211
71	165	170
49	92	97
117	218	218
49	92	97
127	218	218
49	92	97
121	218	218
30	83	88
212	1007	1006
47	172	170
68	225	230
49	92	97
127	218	218
504	1011	1016
138	305	308
846	1609	1625
143	305	308
825	1609	1626
143	305	308
522	1098	1110
143	305	308
836	1609	1625
132	305	309
839	1609	1625
138	305	308
831	1609	1625
125	303	307
201	446	458
460	1310	1292
201	446	458
233	628	621
194	446	459
596	1352	1336
196	446	458
599	1310	1294
109	377	389
175	526	542
191	446	458
141	378	374
64	187	189
104	526	541
1061	2059	2046
136	312	313
1054	2059	2045
146	312	313
1076	2059	2046
146	312	313
1058	2059	2046
141	312	313
1037	2059	2046
146	312	313
671	1398	1392
141	312	313
345	687	679
141	312	313
48	189	189
77	187	190
256	525	534
940	1874	1891
160	366	376
146	307	304
262	607	620
146	307	304
155	366	375
146	307	304
267	607	620
141	295	290
261	607	621
141	307	304
258	607	619
146	307	304
470	929	954
191	676	672
438	929	954
416	1332	1343
971	1970	1992
117	305	312
595	1311	1313
109	302	309
610	1178	1198
112	305	314
478	929	954
112	305	312
488	929	954
117	305	312
246	407	422
117	305	312
111	145	147
177	335	340
241	3989	3483
547	3517	4095
241	3989	3483
547	3517	4095
241	3989	3483
547	3517	4095
338	1755	4127
344	1769	5475
338	1755	4127
344	1769	5475
338	1755	4127
344	1769	5475
395	1755	2767
305	1948	2247
395	1755	2767
305	1948	2247
300	2964	3256
356	1806	3813
193	496	491
531	6759	6895
24	50	52
16	66	67
52	115	104
96	349	348
24	57	53
28	41	39
78	147	148
46	115	119
12	11	11
29	58	60
48	256	249
17	16	16
49	75	77
66	2553	1893
37	92	90
90	275	266
10	9	9
41	106	110
82	362	368
27	26	26
22	37	38
14	19	20
32	36	36
62	120	120
73	128	136
34	67	71
109	244	241
186	613	598
67	163	166
26	49	52
48	227	244
11	10	10
26	32	31
99	219	224
64	144	142
43	59	58
30	166	168
144	310	313
62	130	132
13	12	12
124	248	253
52	122	120
27	55	56
10	9	9
15	14	14
35	76	72
20	24	24
52	89	87
105	503	487
160	820	1145
105	503	487
160	820	1145
57	187	185
47	506	367
116	303	305
30	50	51
43	116	121
27	50	54
101	213	218
47	87	87
71	139	139
12	11	11
71	139	139
110	230	225
71	139	139
110	230	225
71	139	139
115	230	225
127	354	358
12	11	11
55	139	140
12	11	11
16	15	15
189	476	475
32	70	67
142	443	441
30	58	61
72	201	211
71	114	113
90	276	275
26	38	40
113	675	687
129	309	308
97	313	309
26	189	163
33	157	159
366	1704	1661
107	473	451
24	61	65
54	150	154
44	261	276
35	63	61
39	261	306
35	63	61
39	62	60
54	262	287
50	113	108
49	262	293
57	148	141
62	262	271
61	261	270
57	149	142
142	285	283
304	924	944
142	285	283
304	924	944
110	237	236
159	515	527
110	237	236
149	515	527
110	237	236
154	515	527
33	492	655
20	44	46
110	237	236
43	80	83
110	237	236
144	515	527
590	8139	1347
20	44	46
49	94	97
28	66	66
46	165	175
11	10	10
23	144	139
94	204	207
33	59	61
21	67	68
135	361	372
12	11	11
31	90	96
54	252	218
862	2008	1967
21	66	66
16	21	22
226	575	603
23	84	81
42	69	69
38	103	101
16	22	21
188	627	636
76	171	172
76	148	151
600	1312	1293
11	15	15
21	20	20
94	230	230
127	352	334
14	61	56
33	85	90
257	1289	1292
1299	6047	7298
257	1289	1292
1299	6047	7298
257	1289	1292
1299	6047	7298
324	1964	3652
419	4791	8430
324	1964	3652
419	4791	8430
324	1964	3652
419	4791	8430
934	5942	8996
559	4091	5056
19	24	25
40	70	67
26	46	47
66	291	262
68	1175	996
95	160	159
13	12	12
159	328	330
45	647	330
292	692	722
1257	2809	2780
272	692	722
2630	5758	5742
2431	6113	6147
1273	2809	2779
3098	8807	8840
1255	2809	2781
2977	8245	9995
1250	2809	2779
4518	9953	9993
1267	2809	2780
64	139	147
21	46	47
31	41	42
51	98	94
83	260	249
110	236	239
100	235	232
29	57	56
42	126	128
107	335	325
18	17	17
13	12	12
65	416	314
126	312	296
28	70	75
37	145	137
157	373	376
171	1043	880
91	302	278
97	1403	1195
51	103	105
95	790	460
183	657	650
773	4794	4790
60	1582	1525
14	13	13
20	26	25
117	431	438
109	219	221
174	527	496
21	20	20
199	889	930
32	141	128
25	40	41
16	30	30
15	14	14
46	157	153
54	110	109
55	1098	150
16	15	15
135	7674	533
53	126	128
88	523	410
56	276	245
31	402	49
41	634	1160
107	311	300
19	315	46
31	402	671
25	634	53
31	158	70
36	899	213
11	16	17
24	130	138
10	9	9
21	39	37
32	684	545
13	42	34
47	208	190
44	76	75
156	415	398
57	209	191
10	26	28
63	165	164
18	17	17
21	31	32
17	16	16
75	216	218
60	209	197
45	71	69
36	52	51
23	22	22
44	106	108
143	811	823
40	78	78
12	17	18
74	147	148
19	58	55
29	97	89
137	434	417
46	129	114
33	82	83
19	18	18
31	53	53
31	235	192
28	43	44
44	1094	2140
34	801	1527
49	2866	1506
46	1335	1058
50	5129	7525
33	939	762
45	2297	2455
42	94	210
33	3171	647
39	3284	2982
56	3557	851
60	2687	1502
41	178	593
36	5193	3695
65	8552	3271
35	97	427
112	296	315
20	26	25
83	196	200
85	317	290
29	65	63
82	139	124
134	396	404
126	344	337
139	468	454
188	1106	2033
139	468	454
188	1106	2033
178	525	511
81	260	244
178	525	511
81	260	244
9	8	8
13	12	12
15	14	14
22	59	62
71	184	191
11	10	10
23	158	136
106	294	294
146	703	718
62	235	236
205	820	842
43	75	71
13	12	12
14	13	13
70	478	478
25	24	24
29	116	119
106	344	344
30	82	81
38	55	55
160	354	363
396	1187	1147
52	257	235
57	324	332
274	1620	1601
29	35	34
40	591	455
52	307	266
421	1389	1419
56	382	391
37	90	90
25	37	37
37	90	90
25	37	37
24	36	36
38	91	91
41	91	91
26	124	123
41	91	91
26	124	123
26	123	122
37	92	92
104	222	224
75	96	98
104	222	224
75	96	98
74	95	97
105	223	225
49	141	137
159	351	352
40	112	105
201	529	503
13	25	27
63	146	147
48	91	91
199	1701	1175
238	2012	1503
21	94	89
18	28	29
20	37	40
20	58	57
35	47	47
121	275	264
191	650	648
37	67	67
139	522	508
16	39	37
84	156	154
82	286	288
19	31	31
222	1078	1006
13	24	23
31	475	442
90	301	280
101	162	159
75	153	152
66	185	182
63	129	128
57	80	81
210	528	519
35	47	47
207	528	528
35	47	47
210	528	489
57	80	81
210	528	519
35	47	47
214	528	514
35	47	47
215	528	519
44	818	660
45	2713	2461
104	744	687
29	475	434
41	58	61
33	38	39
51	151	155
21	20	20
18	23	24
22	21	21
209	651	656
240	1445	4565
240	965	3812
85	218	213
31	880	1644
40	1798	292
106	1969	1950
71	507	651
96	923	995
106	1093	966
53	272	252
493	3206	6484
316	5187	1762
34	848	794
95	2877	2912
34	1170	1085
13	18	19
44	82	83
13	18	19
44	82	83
111	218	222
15	26	25
60	130	133
12	34	34
75	159	156
51	89	93
25	47	50
22	49	47
51	154	143
101	351	361
95	350	360
81	277	262
30	138	109
45	109	118
21	95	87
40	90	78
50	75	77
13	12	12
72	232	240
170	418	430
61	120	124
81	334	349
38	91	88
42	53	55
10	9	9
76	175	174
18	17	17
23	63	63
25	31	30
189	620	640
62	444	314
82	421	423
105	372	391
197	529	531
24	30	29
70	227	210
30	55	55
81	230	230
18	24	23
15	20	21
36	163	157
96	484	506
20	30	31
21	26	27
48	510	474
218	1252	1204
10	9	9
55	299	256
12	11	11
179	1292	1209
51	134	132
75	4224	3697
63	166	160
36	78	85
25	51	48
100	478	457
30	141	124
81	614	382
99	333	328
50	87	91
63	122	119
36	52	51
101	281	204
257	650	631
186	460	475
62	162	171
69	150	142
21	36	37
12	23	25
105	238	233
9	8	8
55	164	160
69	181	168
34	54	53
249	1020	988
18	28	29
16	37	39
178	616	636
165	5393	1524
53	255	267
115	1025	956
114	845	752
79	576	562
131	465	471
34	134	139
79	214	206
23	29	28
54	123	130
15	14	14
46	250	246
179	612	1312
108	180	177
195	669	682
658	1519	1528
245	689	1708
161	1033	353
245	689	1708
166	1033	353
245	689	1708
166	1033	353
245	689	1708
166	1033	353
97	513	500
102	234	250
12	11	11
12	11	11
22	48	45
45	93	100
21	20	20
24	46	49
23	28	29
38	148	151
43	58	59
38	87	89
28	73	80
546	1762	1810
138	1622	1215
230	1178	1090
123	1324	936
106	217	222
80	205	214
13	12	12
46	139	140
140	429	404
145	683	648
40	217	222
27	112	123
23	22	22
63	125	130
110	240	233
122	258	234
32	56	60
40	264	279
20	29	27
62	309	280
27	33	32
26	53	56
182	538	525
11	15	15
159	395	407
115	366	351
208	385	394
40	392	287
57	165	165
15	50	49
61	165	159
10	9	9
40	75	78
85	799	671
67	152	159
31	111	108
31	53	53
33	67	69
37	48	47
18	17	17
72	203	203
198	440	459
73	121	123
51	271	252
21	44	40
131	519	509
98	313	322
347	970	997
37	60	61
16	15	15
28	27	27
16	15	15
48	62	62
16	15	15
48	62	62
16	15	15
28	27	27
16	15	15
48	62	62
67	261	256
48	62	62
21	58	57
28	98	100
21	58	57
21	38	38
21	58	57
28	98	100
21	58	57
28	98	100
21	58	57
28	98	100
68	151	155
28	98	100
409	1002	1022
84	190	186
150	331	330
41	76	73
10	9	9
22	27	28
44	170	148
113	434	408
16	15	15
157	269	274
42	66	65
86	550	529
44	245	233
189	464	462
344	992	992
36	40	43
224	563	586
15	14	14
9	8	8
34	51	51
108	743	699
67	713	633
73	712	647
140	455	442
51	185	185
43	129	131
10	16	15
103	242	246
237	565	563
55	87	90
24	71	74
115	415	408
69	306	306
34	70	74
519	3522	7300
254	1151	2847
519	3522	7300
254	1151	2847
519	3522	7300
254	1151	2847
161	933	940
1086	5676	7745
161	933	940
1086	5676	7745
161	933	940
1086	5676	7745
474	3913	3940
366	1402	3108
74	177	178
925	4906	8002
40	83	83
53	137	134
40	83	83
53	137	134
42	88	87
47	120	128
14	13	13
22	130	133
25	31	30
121	493	480
10	15	16
25	55	54
69	154	158
46	210	206
22	45	49
41	140	134
44	134	124
37	94	95
43	237	247
399	1927	1949
43	237	247
98	622	646
44	81	83
35	56	58
42	76	75
71	142	137
14	13	13
55	116	107
17	35	34
26	54	55
43	118	117
13	12	12
13	17	17
65	372	378
71	178	172
78	295	291
54	355	333
12	11	11
139	385	373
43	142	124
129	232	244
18	23	24
47	162	168
18	29	31
155	623	596
122	464	450
28	48	50
36	103	106
28	40	40
17	23	22
28	40	40
17	23	22
155	1729	1509
58	157	149
14	19	20
18	40	38
56	111	115
73	1418	1180
284	1869	1623
54	672	592
53	175	177
37	3305	2280
369	1175	1135
274	671	655
578	2376	2223
249	671	655
2537	7564	7418
227	671	656
2500	7564	9473
223	550	538
2598	7367	9280
831	2220	2191
352	1175	1134
1214	3188	3174
2377	8204	6146
35	57	57
31	35	35
49	85	86
57	271	255
51	86	81
51	168	168
23	35	35
23	28	29
38	42	42
21	26	27
158	629	612
67	128	129
102	238	250
83	144	145
33	203	177
33	72	70
75	241	251
42	199	188
28	86	84
14	24	24
273	479	487
41	93	93
84	133	136
14	13	13
66	221	223
128	313	322
44	95	98
27	49	49
55	112	117
96	201	204
59	241	238
107	195	195
59	162	167
30	74	73
227	944	1004
43	74	72
49	94	95
120	378	391
133	506	480
9	8	8
21	20	20
54	168	136
22	21	21
85	255	227
35	71	67
134	305	318
18	31	29
14	26	26
67	258	264
11	10	10
294	762	783
50	276	259
57	98	97
105	252	251
49	83	88
88	246	260
178	642	641
42	94	99
109	344	351
87	500	480
397	3138	2256
92	542	503
89	324	314
15	14	14
11	10	10
20	51	53
36	296	296
29	79	82
12	11	11
50	115	124
124	337	330
23	66	64
194	1640	1532
9	8	8
55	102	104
162	605	617
160	402	391
67	333	309
166	4288	3384
67	333	309
165	4288	3341
67	333	309
44	935	758
67	333	309
44	935	758
67	333	309
154	4288	3331
67	333	309
154	4288	3331
161	380	366
28	337	48
54	117	117
17	55	59
25	47	50
79	144	141
36	172	179
467	2587	1906
36	172	179
467	2587	1906
36	172	179
467	2587	1906
444	3390	4059
482	2478	3863
444	3390	4059
482	2478	3863
444	3390	4059
482	2478	3863
31	114	117
879	5628	6647
947	6150	7842
32	277	263
34	60	59
46	104	102
115	182	181
73	129	118
69	452	423
28	27	27
66	5496	3216
71	276	273
44	480	494
25	70	67
14	28	32
59	4995	2776
10	9	9
365	2306	2250
33	131	120
31	42	41
38	54	53
54	723	607
26	50	49
123	321	330
61	115	113
15	14	14
21	20	20
22	33	32
30	62	62
52	77	77
33	87	84
48	90	86
64	208	204
16	34	32
42	66	65
88	206	209
55	163	172
12	11	11
18	27	27
109	246	249
155	1012	864
564	1643	1582
55	230	231
14	13	13
2180	6252	6206
98	380	355
326	1044	1058
2560	7206	7131
847	2522	2543
651	1887	1860
2002	6252	6212
310	1860	2494
1987	7155	7795
114	380	354
1160	3270	3239
326	1860	2490
89	545	553
1849	5854	9737
935	2397	3605
604	1887	1867
626	2397	3101
620	1887	4250
13	18	19
14	33	36
31	35	35
23	22	22
27	32	33
215	512	506
85	190	191
142	367	373
85	190	191
142	367	373
85	190	191
142	367	373
46	80	82
24	36	36
46	80	82
24	36	36
46	80	82
24	36	36
52	86	88
34	96	99
52	86	88
34	96	99
52	86	88
34	96	99
68	124	130
81	342	278
68	124	130
81	342	278
68	124	130
81	342	278
38	74	77
62	138	130
38	74	77
62	138	130
38	74	77
62	138	130
22	59	62
55	125	128
22	59	62
55	125	128
22	59	62
55	125	128
12	43	33
33	55	58
17	16	16
105	284	275
45	273	237
21	36	40
77	197	192
271	805	781
64	113	114
46	182	165
79	251	227
99	243	246
78	223	232
20	25	26
17	51	53
73	235	226
61	103	109
14	13	13
18	29	30
42	66	68
30	36	35
101	284	291
18	86	86
241	922	597
138	688	352
187	434	451
196	2038	1539
69	209	217
14	13	13
40	95	88
82	216	214
490	1430	1466
31	182	186
40	71	71
73	112	111
151	354	362
74	182	264
12	11	11
74	182	264
12	11	11
38	224	206
101	922	950
44	55	57
16	34	37
108	310	314
84	251	242
22	46	50
78	336	324
34	45	47
35	41	40
37	67	68
135	332	316
74	158	158
36	112	106
74	158	158
36	112	106
44	92	91
89	282	284
84	210	211
116	200	204
9	8	8
64	420	399
9	8	8
65	398	374
73	164	164
51	389	390
41	239	215
145	1379	1230
152	541	513
49	117	105
293	833	862
23	36	34
88	439	409
68	224	209
88	439	409
68	224	209
146	333	347
206	901	920
55	155	160
51	128	135
21	83	87
25	30	31
25	52	50
23	53	56
55	98	96
26	31	32
411	1008	968
249	706	689
17	44	42
134	361	362
122	285	298
74	234	230
57	260	242
248	1069	1019
54	123	120
27	74	73
16	15	15
61	120	119
17	22	23
115	808	802
54	192	192
58	232	221
66	160	164
37	73	74
95	164	162
12	11	11
45	82	84
60	172	164
25	24	24
95	406	397
14	511	438
11	10	10
36	66	63
86	245	253
14	13	13
273	1047	907
86	331	333
28	58	55
14	13	13
157	1222	1100
16	15	15
62	145	146
13	12	12
107	439	438
106	311	310
24	23	23
24	23	23
26	44	45
9	8	8
79	234	215
36	65	69
23	22	22
35	65	70
42	55	53
158	1897	1401
14	13	13
29	40	39
91	222	224
100	393	406
600	1498	1538
237	920	899
435	4584	4584
191	1221	1205
435	4176	4170
169	943	939
435	3116	3115
165	1456	1438
389	1428	1443
262	2272	2286
76	133	132
178	828	879
242	663	660
50	200	193
171	1471	1458
329	4507	4497
96	1772	1801
71	133	132
168	828	879
213	654	651
435	3116	3082
156	1471	1423
394	1428	1443
101	1772	1801
76	133	132
156	828	889
1373	3163	3240
237	920	899
302	1219	1233
191	1221	1205
425	3116	3077
160	1456	1415
413	1428	1428
103	1779	1798
76	133	132
168	828	884
116	348	384
98	312	346
320	1040	1095
217	710	729
220	713	732
352	1070	1073
250	769	751
187	632	630
172	641	635
215	742	732
231	688	688
290	793	784
293	789	793
281	674	674
204	464	465
166	338	345
179	380	384
210	466	469
245	522	522
201	457	458
273	798	818
211	728	752
221	761	784
214	623	619
141	328	327
86	166	164
82	136	135
149	331	305
279	1113	1110
320	1201	1201
334	1215	1215
401	1399	1391
184	428	427
148	349	345
152	359	356
89	179	184
80	91	93
114	338	318
100	355	334
88	128	130
101	141	143
175	400	404
192	454	477
274	756	794
159	377	394
172	399	423
162	393	417
76	207	212
224	551	551
287	794	793
303	826	826
289	716	719
221	555	556
145	282	285
126	247	249
131	245	248
124	273	288
125	305	320
151	379	391
147	346	359
116	220	218
110	196	194
77	115	116
76	114	115
62	77	78
58	73	74
65	86	88
88	156	154
123	235	231
116	228	224
102	208	203
204	499	515
155	393	410
261	668	681
313	769	784
221	501	499
254	547	545
157	276	278
149	250	249
152	227	224
232	473	469
278	554	551
232	510	507
294	736	753
112	293	311
74	173	176
90	196	198
212	512	554
221	582	614
213	567	600
206	567	600
182	379	388
181	392	399
241	591	621
77	221	244
56	105	107
91	320	306
179	725	676
168	530	500
188	593	564
199	496	500
119	270	275
99	188	188
159	353	367
127	308	325
140	321	338
169	443	458
98	215	215
95	187	185
89	181	179
131	268	273
125	262	267
175	334	353
203	378	404
208	401	429
196	342	356
176	300	320
132	283	296
128	257	268
123	252	263
103	195	198
73	109	106
87	163	162
178	335	338
214	405	409
289	738	742
300	776	779
267	807	823
576	1361	4974
224	920	898
435	4584	4596
178	1221	1204
435	4176	4182
171	614	603
435	3116	3127
178	1454	1448
389	1428	1443
267	2272	2296
76	133	132
165	828	884
182	461	461
169	423	421
168	422	420
118	255	260
66	82	81
59	75	74
69	85	99
177	316	328
198	350	364
196	342	356
176	300	320
132	283	296
128	257	268
123	252	263
103	195	198
73	109	106
92	168	167
171	335	338
205	405	409
351	738	756
275	597	610
296	729	758
117	405	425
553	1282	1290
232	920	899
430	4584	4586
186	1221	1205
430	4176	4172
194	943	939
430	3116	3117
171	1488	1475
377	1411	1426
96	1772	1756
76	133	132
25	98	104
16	33	35
44	116	120
189	819	848
9	8	8
35	101	101
46	91	96
73	281	296
288	1815	1727
33	63	62
63	211	229
28	38	39
26	172	177
25	91	91
46	149	152
118	394	416
25	1481	7244
20	19	19
14	18	18
199	419	437
45	939	843
73	399	357
74	213	230
55	307	286
78	237	241
44	76	77
56	217	224
34	76	77
100	1504	2284
238	796	772
514	1481	1897
95	555	1505
140	663	613
33	69	67
100	1481	590
28	69	67
84	260	252
33	69	67
383	1338	2221
33	69	67
134	1188	791
751	2491	2885
76	315	261
14	25	24
34	85	86
17	22	23
53	533	439
35	113	106
51	236	233
77	215	201
174	935	866
55	121	115
23	41	44
50	79	80
24	66	55
162	544	545
36	55	54
365	923	951
86	221	224
17	16	16
22	21	21
153	374	379
25	73	76
41	64	67
14	13	13
181	369	379
22	88	88
23	47	46
27	58	60
19	18	18
69	240	230
72	249	241
46	103	105
30	35	36
39	80	75
85	276	244
22	52	43
19	18	18
38	92	84
47	69	72
16	20	20
35	45	46
25	41	40
39	68	67
48	106	109
30	35	36
64	163	162
11	10	10
60	139	140
28	44	46
28	82	71
107	252	248
51	135	126
117	400	382
33	38	39
16	15	15
13	29	28
26	51	51
49	186	169
83	169	169
51	92	95
48	70	70
27	32	33
63	101	105
34	96	95
126	530	494
51	74	72
37	79	77
80	153	157
17	4329	2484
34	43	43
17	30	28
43	74	72
48	156	162
637	1291	1307
12	11	11
16	31	32
701	1783	1787
68	143	145
50	116	115
65	190	194
30	112	100
219	797	814
11	10	10
135	452	430
202	853	775
31	327	272
24	42	40
51	609	559
84	502	432
27	65	68
81	170	175
18	33	34
63	112	114
152	321	331
59	122	122
25	120	123
56	105	104
14	19	20
13	18	19
24	48	53
917	3323	3069
170	1425	1113
46	74	75
41	232	224
19	18	18
20	27	29
18	17	17
317	999	1022
103	290	297
45	92	97
69	145	140
198	455	467
72	155	160
72	205	198
33	55	55
81	372	378
168	1355	1289
143	1354	1288
82	527	523
143	1354	1288
57	373	379
35	77	70
18	29	31
60	120	123
31	49	50
64	817	569
122	495	504
33	65	61
297	633	634
11	34	37
258	1073	1086
28	65	66
48	170	163
28	65	66
48	170	163
36	65	62
144	1135	1124
28	65	66
82	402	401
36	65	62
13	12	12
82	401	400
52	104	106
53	345	318
112	286	296
47	98	94
26	31	32
62	193	203
46	90	88
37	79	78
101	334	314
43	103	106
15	20	21
67	136	137
32	104	103
70	220	222
40	135	135
48	78	73
236	894	850
42	134	130
68	146	148
42	8937	3283
15	14	14
15	30	29
21	26	27
38	70	73
51	199	191
67	376	333
50	1989	1415
78	231	224
16	25	25
93	322	340
13	31	29
43	184	184
44	62	60
54	197	194
95	349	335
16	15	15
13	39	21
69	259	249
176	350	349
42	110	108
274	705	729
86	147	150
118	318	312
16	29	27
34	109	114
34	136	133
26	42	41
64	969	875
12	11	11
28	34	33
77	624	633
125	903	927
69	256	255
31	63	63
589	2901	2847
173	1754	1801
64	256	255
24	54	49
78	316	325
28	54	51
68	316	325
1124	9788	9215
13	17	17
9	8	8
22	32	33
46	261	220
68	238	225
65	101	102
75	205	216
57	139	133
46	105	101
42	70	71
29	109	105
42	70	71
29	109	105
34	52	53
103	196	199
44	669	586
66	249	245
114	401	401
10	9	9
129	1474	981
31	48	48
173	959	940
73	124	125
48	367	360
172	1707	1212
50	395	380
25	1652	77
135	516	542
174	685	665
18	17	17
17	46	50
79	487	402
206	780	723
118	418	411
37	115	114
64	269	246
44	81	83
37	104	107
50	108	111
12	18	17
51	81	81
54	80	78
65	145	146
60	258	255
70	186	182
15	19	19
111	370	366
13	12	12
255	1240	1178
80	152	150
53	145	139
32	62	59
94	253	256
20	322	155
49	138	140
43	86	88
108	518	534
228	948	918
39	133	111
16	20	20
18	110	110
76	290	283
51	73	76
44	62	63
27	48	50
47	83	87
48	69	71
182	509	526
162	451	434
15	30	31
35	415	332
64	186	194
169	463	496
50	140	130
24	101	103
22	32	33
229	612	620
75	290	267
132	259	267
46	372	359
169	590	560
14	57	53
146	417	395
23	22	22
31	40	40
109	224	230
75	157	144
75	156	143
110	225	231
118	1051	1042
16	15	15
85	232	239
59	128	129
108	273	277
174	385	373
118	953	925
40	102	100
27	110	64
31	40	40
206	620	622
166	318	308
50	73	74
31	119	112
32	86	82
34	67	68
110	424	393
220	745	719
35	104	105
11	17	16
41	84	83
22	44	47
109	297	291
19	18	18
99	194	200
22	84	83
26	41	42
114	727	652
195	771	696
100	357	356
147	3540	2089
12	17	18
21	38	41
34	113	109
21	20	20
199	471	474
14	33	33
41	83	79
16	15	15
12	11	11
16	15	15
12	11	11
16	15	15
12	11	11
16	15	15
12	11	11
16	15	15
12	11	11
16	15	15
95	193	194
9	8	8
55	105	107
62	111	121
55	105	107
9	8	8
55	105	107
9	8	8
55	105	107
49	76	77
55	105	107
49	76	77
55	105	107
27	32	33
51	111	107
27	32	33
51	111	107
27	32	33
51	111	107
27	32	33
51	111	107
27	32	33
51	111	107
27	32	33
51	111	107
12	11	11
25	24	24
12	11	11
25	24	24
12	11	11
25	24	24
12	11	11
25	24	24
12	11	11
25	24	24
12	11	11
25	24	24
51	61	62
30	68	65
51	61	62
30	68	65
51	61	62
30	68	65
51	61	62
30	68	65
51	61	62
30	68	65
51	61	62
30	68	65
31	48	51
216	564	565
80	196	198
75	249	270
86	446	421
196	425	421
113	470	499
59	192	163
43	243	203
76	239	255
134	495	477
55	229	228
27	54	57
26	78	64
29	58	60
26	25	25
48	107	103
105	301	296
54	207	213
123	477	448
68	222	210
43	110	99
113	316	326
29	34	35
112	418	405
70	154	161
49	165	167
46	82	86
159	429	422
112	590	584
29	87	91
79	230	228
237	815	788
18	17	17
54	90	92
40	74	74
54	90	92
43	74	75
54	90	92
43	74	75
118	219	216
44	70	68
118	219	216
44	70	68
64	345	312
75	208	217
14	25	27
98	388	372
19	18	18
22	21	21
258	981	956
163	387	391
81	395	396
49	178	179
58	799	847
50	7370	940
81	395	396
49	178	179
58	799	847
41	4370	142
34	225	164
50	9371	915
81	395	396
44	178	179
92	1002	1053
66	7404	1187
50	7369	939
72	2249	252
98	792	716
36	226	96
34	225	164
93	784	912
29	8737	586
62	2798	3664
40	9306	39
66	1025	1022
33	652	311
52	3599	398
70	465	509
76	267	265
65	3408	5169
110	9619	4968
49	1484	883
72	5592	4777
67	2295	6074
95	5473	6872
87	8288	5469
27	244	311
18	17	17
25	42	42
78	163	170
37	42	43
77	186	185
27	31	31
12	11	11
26	25	25
28	91	90
445	1072	1064
19	44	46
22	54	55
42	87	83
73	818	719
16	43	44
13	12	12
89	332	319
21	41	42
470	1255	1228
39	106	96
81	170	173
16	22	21
47	111	109
11	10	10
150	812	723
72	323	306
36	50	50
83	266	246
20	55	58
16	15	15
92	407	344
112	413	422
14	21	23
92	220	214
107	363	369
35	105	99
151	1430	1257
85	1256	1161
22	44	40
120	300	299
20	31	33
49	107	109
55	71	73
95	224	237
11	10	10
88	248	255
31	536	363
24	35	37
15	14	14
73	135	141
15	19	19
289	1049	1103
125	249	243
214	881	898
25	31	30
30	56	55
95	262	257
44	89	84
15	14	14
65	156	153
120	338	337
57	272	270
35	75	73
246	1019	1007
18	17	17
88	496	483
65	4109	1730
47	72	71
142	1438	1293
99	4514	1984
109	918	835
376	1067	1054
17	26	26
101	266	275
17	31	31
30	78	76
24	82	75
45	121	116
27	49	47
20	25	26
112	224	234
84	5065	3445
63	107	109
33	90	84
63	107	109
33	90	84
92	437	424
74	299	296
294	944	915
127	409	402
19	44	39
36	70	72
36	75	77
32	50	48
43	139	129
45	61	63
43	139	129
45	61	63
59	150	142
44	140	130
56	150	141
